字母開頭,字彙,詞類,中文,級數
n,nail,noun/verb,釘子；釘,初級
n,name,noun/verb,名字；命名,初級
n,napkin,noun,餐巾,初級
n,narrow,adj./verb,窄的；變窄,初級
n,nation,noun,國家,初級
n,national,adj.,全國的、民族的,初級
n,natural,adj.,自然的,初級
n,nature,noun,自然,初級
n,naughty,adj.,淘氣的,初級
n,near,prep./adj./adv./verb,接近；近的；在附近,初級
n,nearly,adv.,幾乎,初級
n,necessary,adj.,必要的,初級
n,neck,noun,脖子,初級
n,necklace,noun,項鏈,初級
n,need,verb/noun/aux.,需要,初級
n,needle,noun/verb,針；用針穿刺、用針縫,初級
n,negative,adj./noun,負面（的）、否定（的）,初級
n,neighbor,noun/verb,鄰居；與…為鄰=neighbour(BritishEnglish),初級
n,neither,adv./pron./adj./conj.,兩者皆不,初級
n,nephew,noun,姪子、外甥,初級
n,nervous,adj.,緊張的,初級
n,nest,noun/verb,巢；築巢,初級
n,never,adv.,從未,初級
n,new,adj.,新的,初級
N,NewYear'sDay,noun,新年,初級
N,NewYear'sEve,noun,跨年夜,初級
n,news,noun,消息、新聞,初級
n,newspaper,noun,報紙,初級
n,next,adj./adv.,隔壁的、緊接著的；接下去、然後,初級
n,nice,adj.,美好的、宜人的,初級
n,nice-looking,adj.,好看的,初級
n,niece,noun,姪女、甥女,初級
n,night,noun,晚上,初級
n,nine,number/pron./noun/adj.,九,初級
n,nineteen,number/pron./noun/adj.,十九,初級
n,ninety,number/pron./noun/adj.,九十,初級
n,no,adv./adj./noun,沒有=nope,初級
n,nobody,pron./noun,沒有人,初級
n,nod,verb/noun,點頭,初級
n,noise,noun,噪音,初級
n,noisy,adj.,吵鬧的,初級
n,none,pron./adv.,沒有一個(人或物)；絕不,初級
n,noodle,noun,麵條,初級
n,noon,noun,正午,初級
n,nor,conj.,也不是,初級
n,north,noun/adj./adv.,北方(的)；向北,初級
n,northern,adj.,北邊的,初級
n,nose,noun,鼻子,初級
n,not,adv.,不是,初級
n,note,noun/verb,筆記；記錄、注意,初級
n,notebook,noun,筆記本,初級
n,nothing,pron./noun,沒什麼,初級
n,notice,noun/verb,注意(到)；公告,初級
n,novel,noun,小說,初級
n,novel,adj.,新穎的,初級
N,November,noun,十一月=Nov.,初級
n,now,adv./noun/pron.,現在,初級
n,number,noun/verb,號碼；編號碼,初級
n,nurse,noun/verb,護士；照護,初級
o,obey,verb,服從,初級
o,object,noun,物體、對象、目標,初級
o,object,verb,反對、抗議,初級
o,occur,verb,發生,初級
o,ocean,noun,海洋,初級
o,o'clock,adv.,…點鐘,初級
O,October,noun,十月=Oct.,初級
o,of,prep.,...的、屬於、關於,初級
o,off,adv./prep./adj.,(離)開,初級
o,offer,verb/noun,提供、提議、出價,初級
o,office,noun,辦公室,初級
o,officer,noun,官員,初級
o,official,noun/adj.,官員；官方的,初級
o,often,adv.,時常,初級
o,oil,noun/verb,油；塗油,初級
O,OK,adj./adv./noun/verb,好、同意=O.K.=ok=o.k.,初級
o,old,adj.,老的,初級
o,omit,verb,省去,初級
o,on,prep./adv.,在…上,初級
o,once,adv./conj./pron.,一次、曾經；一旦…就…,初級
o,one,number/pron./noun/adj.,一(個),初級
o,onion,noun,洋蔥,初級
o,online,adj./adv.,線上的；在線上,初級
o,only,adv./adj./conj.,僅、只；唯一的,初級
o,open,verb/adj.,打開；開著的,初級
o,operate,verb,操作,初級
o,operation,noun,運作,初級
o,opinion,noun,觀點,初級
o,opportunity,noun,機會,初級
o,or,conj.,或、否則,初級
o,orange,noun/adj.,柳橙；橙色(的),初級
o,order,noun,訂單、順序、命令,初級
o,order,verb,點菜、訂購、命令,初級
o,ordinary,adj.,普通的,初級
o,organization,noun,組織=organisation(BritishEnglish),初級
o,organize,verb,安排、籌劃=organise(BritishEnglish),初級
o,other,adj./pron.,其他(的),初級
o,our,determiner,我們的,初級
o,ours,pron.,我們的,初級
o,ourselves,pron.,我們自己,初級
o,out,adv./adj./prep.,在外；之外；缺,初級
o,outside,prep./adv./adj./noun,在外地；外面(的),初級
o,oven,noun,烤箱,初級
o,over,prep./adv./adj.,在…上面；越過；過去的,初級
o,overpass,noun,天橋,初級
o,overseas,adj./adv.,在國外,初級
o,own,pron./adj.,自己的,初級
o,own,verb,擁有,初級
o,owner,noun,所有者,初級
o,ox,noun,公牛、牛,初級
P,P.M.,adv.,下午=p.m.=PM,初級
p,pack,verb/noun,打包；包裝,初級
p,package,noun,包裹,初級
p,page,noun,頁=p.,初級
p,pain,noun,痛苦,初級
p,painful,adj.,痛苦的,初級
p,paint,verb/noun,油漆,初級
p,painter,noun,畫家,初級
p,painting,noun,畫作,初級
p,pair,noun,對,初級
p,pajamas,noun,睡衣=pyjamas(BritishEnglish),初級
p,pale,adj.,蒼白的,初級
p,pan,noun,平底鍋,初級
p,panda,noun,熊貓,初級
p,pants,noun,褲子=trousers(BritishEnglish),初級
p,papaya,noun,木瓜,初級
p,paper,noun,紙,初級
p,pardon,noun/verb,原諒,初級
p,parent,noun,父母親,初級
p,park,noun,公園,初級
p,park,verb,停(車),初級
p,parkinglot,noun,停車場,初級
p,parrot,noun,鸚鵡,初級
p,part,noun,部分,初級
p,particular,adj.,特殊的、特別的,初級
p,partner,noun,夥伴,初級
p,party,noun,宴會,初級
p,pass,verb/noun,經過；通行證,初級
p,passenger,noun,乘客,初級
p,past,noun/adj./prep./adv.,過去、經過、（時間）晚於、結束,初級
p,paste,noun/verb,漿糊；黏貼,初級
p,path,noun,小徑,初級
p,patient,adj.,有耐心的,初級
p,patient,noun,病人,初級
p,pattern,noun,樣式,初級
p,pause,verb/noun,暫停,初級
p,pay,verb/noun,支付；薪水,初級
P,PE,noun,體育=physicaleducation,初級
p,peace,noun,和平,初級
p,peaceful,adj.,和平的、平靜的,初級
p,peach,noun,桃子、桃紅色,初級
p,pear,noun,梨,初級
p,pen,noun,筆,初級
p,pencil,noun,鉛筆,初級
p,people,noun,人、人們、民族,初級
p,pepper,noun,胡椒,初級
p,perfect,adj.,完美的,初級
p,perhaps,adv.,或許,初級
p,period,noun,期間、時期,初級
p,person,noun,人,初級
p,personal,adj.,個人的,初級
p,pet,noun,寵物,初級
P,Philippines,noun,菲律賓,初級
p,phone,noun/verb,電話；打電話=telephone,初級
p,photo,noun,相片=photograph,初級
p,photograph,noun,相片=photo,初級
p,photographer,noun,攝影師,初級
p,physics,noun,物理、物理學,初級
p,piano,noun,鋼琴,初級
p,pick,verb,採、摘；挑選；剔除,初級
p,picnic,noun/verb,野餐；去野餐,初級
p,picture,noun/verb,圖片、照片；拍攝、描繪,初級
p,pie,noun,派、餡餅,初級
p,piece,noun,塊、片、（某類事物中的）一件,初級
p,pig,noun,豬,初級
p,pigeon,noun,鴿子,初級
p,pile,verb/noun,堆；(一)堆,初級
p,pillow,noun,枕頭,初級
p,pin,noun/verb,別針；(用別針等)別住、釘住,初級
p,pineapple,noun,鳳梨,初級
p,pink,adj./noun,粉紅色的；粉紅色,初級
p,pipe,noun,管子、煙斗,初級
p,pizza,noun,披薩,初級
p,place,noun,廣場、地方、位置,初級
p,place,verb,放置,初級
p,plain,noun,平原,初級
p,plain,adj./adv.,樸素的、簡單的；完全地、簡直,初級
p,plan,noun/verb,計畫、方案、平面圖；計劃、打算,初級
p,plane,noun,飛機,初級
p,planet,noun,行星,初級
p,plant,verb,種植,初級
p,plant,noun,植物,初級
p,plate,noun,盤子,初級
p,platform,noun,月台,初級
p,play,verb,玩、打(球)、演奏,初級
p,play,noun,比賽、遊戲、戲劇,初級
p,player,noun,運動員、演奏者、玩遊戲的人、播放器,初級
p,playground,noun,操場、遊樂場,初級
p,pleasant,adj.,宜人的,初級
p,please,verb,使高興、取悅,初級
p,please,adv.,請,初級
p,pleased,adj.,喜歡的、滿意的,初級
p,pleasure,noun,樂趣,初級
p,plus,prep./conj./adj./noun,加、加上；正數、加號,初級
p,pocket,noun/adj./verb,口袋；袖珍的、零星花用的；裝入袋內,初級
p,poem,noun,詩,初級
p,point,verb,指向、瞄準,初級
p,point,noun,點、觀點、要點、(特定)時刻,初級
p,poison,noun/verb,毒、毒藥；使中毒、使(水、空氣等)受污染,初級
p,police,noun,警方,初級
p,policeman,noun,警察=cop,初級
p,policewoman,noun,女警察,初級
p,policy,noun,政策,初級
p,polite,adj.,有禮貌的,初級
p,pollute,verb,污染,初級
p,pollution,noun,汙染,初級
p,pond,noun,池塘,初級
p,pool,noun,水池,初級
p,poor,adj.,貧窮的、粗劣的、可憐的,初級
p,popmusic,noun,流行音樂=pop,初級
p,popcorn,noun,爆米花,初級
p,popular,adj.,受歡迎的,初級
p,population,noun,人口,初級
p,pork,noun,豬肉,初級
p,position,noun/verb,位置；定位,初級
p,positive,adj.,正面的、明確肯定的,初級
p,possible,adj.,可能的,初級
p,post,noun/verb,"郵件、貼文；郵寄、發佈=mail(AmericanEnglish)郵件,包裹,郵寄",初級
p,postoffice,noun,郵局,初級
p,postcard,noun,明信片,初級
p,pot,noun,鍋、壺,初級
p,potato,noun,馬鈴薯,初級
p,pound,noun,磅、英鎊,初級
p,powder,noun/verb,粉末；灑粉末,初級
p,power,noun,力量、權力,初級
p,powerful,adj.,強有力的,初級
p,practice,noun/verb,"練習、慣例；練習、訓練=practise(verb,BritishEnglish)",初級
p,praise,verb/noun,稱讚,初級
p,pray,verb,祈禱,初級
p,precious,adj.,珍貴的,初級
p,prefer,verb,較喜歡、偏好,初級
p,prepare,verb,準備,初級
p,present,adj.,出席的、現在的,初級
p,present,noun,禮物；現在,初級
p,president,noun,總統,初級
p,press,noun,新聞界、印刷出版業,初級
p,press,verb,按、壓、催迫,初級
p,pretty,adj.,漂亮的,初級
p,pretty,adv.,相當、頗,初級
p,price,noun/verb,價格；訂價,初級
p,priest,noun,教士、牧師,初級
p,primary,adj.,初級的、初等的,初級
p,prince,noun,王子,初級
p,princess,noun,公主,初級
p,principal,noun,校長、首長,初級
p,principle,noun,原則,初級
p,print,verb/noun,印刷、用印刷體寫；印刷字體、印刷品,初級
p,printer,noun,印表機,初級
p,prison,noun,監獄,初級
p,prisoner,noun,囚犯,初級
p,private,adj.,私人的,初級
p,prize,noun,獎,初級
p,probably,adv.,大概、有可能,初級
p,problem,noun,問題,初級
p,produce,verb,製造、生產,初級
p,product,noun,產品,初級
p,production,noun,生產,初級
p,professor,noun,教授,初級
p,program,noun/verb,節目；計畫=programme(BritishEnglish),初級
p,progress,noun/verb,進步,初級
p,project,noun,方案、計畫、(學生)研究,初級
p,promise,verb/noun,承諾、答應,初級
p,pronounce,verb,宣告、發音,初級
p,propose,verb,提出建議、求婚,初級
p,protect,verb,保護,初級
p,protection,noun,保護,初級
p,proud,adj.,(感到)驕傲的,初級
p,prove,verb,證明,初級
p,provide,verb,提供,初級
p,public,adj./noun,公眾(的),初級
p,pull,verb/noun,拉,初級
p,pump,noun/verb,(用)幫浦,初級
p,pumpkin,noun,南瓜,初級
p,punish,verb,處罰,初級
p,puppy,noun,小狗,初級
p,purchase,noun/verb,購買,初級
p,purple,adj./noun,紫色(的),初級
p,purpose,noun,目的,初級
p,purse,noun,錢包,初級
p,push,verb/noun,推、逼迫；推動,初級
p,put,verb,放,初級
p,puzzle,noun,拼圖,初級
p,puzzle,noun/verb,難題；使...感到為難、困惑,初級
q,quality,noun,品質,初級
q,quarter,noun,四分之一,初級
q,queen,noun,皇后,初級
q,question,noun/verb,(問)問題；懷疑,初級
q,quick,adj.,快速的,初級
q,quiet,adj.,安靜的,初級
q,quit,verb,離開,初級
q,quite,adv.,相當,初級
q,quiz,noun,小考,初級
r,rabbit,noun,兔子,初級
r,race,verb/noun,賽跑、參加比賽；競爭,初級
r,race,noun,種族,初級
r,radio,noun,收音機、廣播節目,初級
r,railroad,noun,鐵路=railway(BritishEnglish),初級
r,rain,noun/verb,(下)雨,初級
r,rainbow,noun,彩虹,初級
r,rainy,adj.,下雨的,初級
r,raise,verb/noun,舉高、提升、養育；提高,初級
r,raise,noun,加薪、加薪額,初級
r,range,noun,排、行、範圍；山脈,初級
r,range,verb,範圍、排列,初級
r,rapid,adj.,快速的,初級
r,rare,adj.,半熟的、罕見,初級
r,rat,noun,老鼠,初級
r,rather,adv.,相當、頗,初級
r,reach,verb,伸出(手)、抵達、取得聯繫,初級
r,reach,noun,（手、能力、影響等）可及範圍,初級
r,read,verb,讀、朗讀,初級
r,ready,adj.,準備好的,初級
r,real,adj.,真實的,初級
r,realize,verb,瞭解、實現=realise(BritishEnglish),初級
r,really,adv.,真的、非常、實際上,初級
r,reason,noun,原因、理由、理性,初級
r,receive,verb,收到、歡迎,初級
r,recent,adj.,最近的,初級
r,record,noun/verb,紀錄、唱片；記錄、錄音,初級
r,recover,verb,恢復,初級
r,rectangle,noun,矩形,初級
r,recycle,verb,回收,初級
r,red,adj./noun,紅色(的),初級
r,refrigerator,noun,電冰箱=fridge=icebox,初級
r,refuse,verb,拒絕,初級
r,regard,verb/noun,認為；尊敬、關心,初級
r,region,noun,地區,初級
r,regret,verb/noun,遺憾、後悔,初級
r,regular,adj.,規律的、經常的,初級
r,reject,verb,拒絕、拒收,初級
r,relative,adj.,相關的,初級
r,relative,noun,親戚,初級
r,remember,verb,記住,初級
r,remind,verb,提醒,初級
r,rent,noun/verb,租金；租,初級
r,repair,noun/verb,修理,初級
r,repeat,verb,重複,初級
r,reply,verb/noun,回答、回覆,初級
r,report,noun/verb,報告、報導,初級
r,reporter,noun,記者,初級
R,RepublicofChina,noun,中華民國=ROC,初級
r,require,verb,要求,初級
r,respect,noun/verb,尊重,初級
r,responsible,adj.,負責的、掌管…,初級
r,rest,verb/noun,剩下；剩餘部分、其餘,初級
r,rest,noun,休息,初級
r,restaurant,noun,餐館,初級
r,restroom,noun,洗手間=restroom,初級
a,a,noun/verb,結果,初級
r,return,verb/noun,返回,初級
r,review,noun/verb,複習,初級
r,revise,verb,修訂,初級
r,rice,noun,米飯,初級
r,rich,adj./noun,富有的；富人,初級
r,ride,verb/noun,騎乘、搭乘；搭車,初級
r,right,adj./adv.,右邊的、正確的；向右、正確地、立刻,初級
r,right,noun,右方；權利,初級
r,right-hand,adj.,右手的、右側的、供右手用的,初級
r,ring,verb,打電話、按門鈴、(鈴聲)響起,初級
r,ring,noun,戒指、環；鈴聲,初級
r,rise,verb/noun,上升,初級
r,river,noun,河,初級
r,road,noun,道路,初級
r,rob,verb,搶劫,初級
r,robot,noun,機器人,初級
r,rock,noun,石頭、岩石、搖滾樂,初級
r,rock,verb,搖晃、震動、跳舞(搖滾樂),初級
r,role,noun,角色,初級
r,roll,verb/noun,捲；(一)捲,初級
r,rollerblade,noun,直排輪鞋動詞：roller-blade=rollerblade,初級
r,rollerskate,noun,輪式溜冰鞋動詞：roller-skate,初級
r,roof,noun,屋頂,初級
r,room,noun,房間,初級
r,root,noun/verb,根、根源；生根、紥根,初級
r,rope,noun,繩子,初級
r,rose,noun,玫瑰,初級
r,round,adv./prep.,環繞地、周而復始地；圍繞、環繞,初級
r,round,noun,一輪、一回合,初級
r,round,adj.,圓形的,初級
r,row,noun,排、行、列,初級
r,row,verb,划(船),初級
r,royal,adj.,皇家的,初級
r,rub,verb,摩擦、揉,初級
r,rubber,adj./noun,橡膠的；橡膠,初級
r,rude,adj.,無禮的,初級
r,ruin,noun/verb,廢墟；毀壞,初級
r,rule,noun/verb,規則；統治,初級
r,ruler,noun,尺、統治者,初級
r,run,verb/noun,跑、行駛、運轉,初級
r,rush,verb/noun,趕緊；匆忙,初級
R,Russia,noun,俄國,初級
s,sad,adj.,悲傷的,初級
s,safe,adj.,安全的,初級
s,safe,noun,保險箱、保險櫃,初級
s,safety,noun,安全,初級
s,sail,verb/noun,航行,初級
s,sailor,noun,船員、水手,初級
s,salad,noun,沙拉,初級
s,sale,noun,賣、出售、銷售,初級
s,salesperson,noun,"銷售員=salesman,saleswoman",初級
s,salt,noun,鹽,初級
s,same,pron./adj.,同樣的人/事物；同樣的,初級
s,sample,noun/verb,樣本；試用、試吃,初級
s,sand,noun,沙子,初級
s,sandwich,noun,三明治,初級
s,satisfy,verb,使滿意,初級
S,Saturday,noun,星期六=Sat.,初級
s,saucer,noun,茶碟,初級
s,save,verb,節省,初級
s,say,verb,說,初級
s,scale,noun,規模、刻度、等級,初級
s,scarf,noun,圍巾,初級
s,scene,noun,現場、景色,初級
s,school,noun,學校,初級
s,science,noun,科學,初級
s,scientist,noun,科學家,初級
s,scooter,noun,機車、滑板車,初級
s,score,verb/noun,得分；(比賽中的)得分、成績,初級
s,screen,noun,螢幕,初級
s,screen,verb,遮擋、檢查、放映,初級
s,sea,noun,海洋,初級
s,search,noun/verb,搜尋,初級
s,season,noun,季節,初級
s,seat,noun/verb,座位；使就座,初級
s,second,noun,第二位；秒,初級
s,second,adj./adv.,第二的；居第二位,初級
s,secret,adj./noun,秘密的；秘密,初級
s,secretary,noun,秘書,初級
s,section,noun,區、段,初級
s,see,verb,看、拜訪、明白,初級
s,seed,noun,種子,初級
s,seek,verb,尋找,初級
s,seem,verb,看起來、似乎,初級
s,seesaw,noun,蹺蹺板,初級
s,seldom,adv.,不常、很少,初級
s,select,verb,挑選,初級
s,selfish,adj.,自私的,初級
s,sell,verb,售出,初級
s,semester,noun,學期,初級
s,send,verb,寄,初級
s,seniorhighschool,noun,高中、高級中學,初級
s,sense,noun/verb,感官、觀念、意義；意識到、感覺到,初級
s,separate,adj./verb,分開的；分開,初級
S,September,noun,九月=Sept.,初級
s,serious,adj.,嚴重的,初級
s,servant,noun,僕人,初級
s,serve,verb,服務,初級
s,service,noun,服務,初級
s,set,verb,放、裝設,初級
s,set,adj.,準備好的,初級
s,set,noun,一套(組、副),初級
s,seven,number/pron./noun/adj.,七,初級
s,seventeen,number/pron./noun/adj.,十七,初級
s,seventy,number/pron./noun/adj.,七十,初級
s,several,adj./pron.,一些的；幾個,初級
s,shake,verb/noun,搖動、握手；搖動,初級
s,shall,aux.,將,初級
s,shape,noun,形狀,初級
s,share,noun,股票、部分,初級
s,share,verb,分享、分擔,初級
s,shark,noun,鯊魚,初級
s,sharp,adj.,銳利的,初級
s,she,pron.,她,初級
s,sheep,noun,綿羊,初級
s,sheet,noun,床單、一張,初級
s,shelf,noun,架子,初級
s,shine,verb,照亮,初級
s,ship,noun,(航海的)大船、艦,初級
s,ship,verb,用船運、運送,初級
s,shirt,noun,襯衫,初級
s,shock,noun/verb,震驚；使驚訝,初級
s,shoe,noun,鞋,初級
s,shoot,verb/noun,發射、投籃；發射、射擊,初級
s,shop,noun,店舖=store商店,初級
s,shop,verb,買、購物,初級
s,shore,noun,岸,初級
s,short,adj.,矮的、短的、缺乏的,初級
s,shot,noun,射擊、(藥品)一次注射量,初級
s,should,aux.,應該,初級
s,shoulder,noun,肩膀,初級
s,shout,verb/noun,大聲說、吼叫；喊叫聲,初級
s,show,verb/noun,給…看；展覽,初級
s,shower,noun/verb,淋浴；(下)陣雨,初級
s,shrimp,noun,蝦子,初級
s,shut,verb,關上、打烊,初級
s,shy,adj.,害羞的,初級
s,sick,adj.,生病的、噁心的,初級
s,side,noun,邊、側,初級
s,sidewalk,noun,人行道=pavement(BritishEnglish),初級
s,sight,noun,視力、視線,初級
s,sign,verb,簽名、簽約,初級
s,sign,noun,徵兆、標示,初級
s,silence,noun,沉默、安靜,初級
s,silent,adj.,安靜的,初級
s,silly,adj.,愚蠢的,初級
s,silver,noun/adj.,銀；銀質的、銀色的,初級
s,similar,adj.,類似的,初級
s,simple,adj.,簡單的,初級
s,simply,adv.,只是、簡單地,初級
s,since,conj./prep./adv.,從...以來；自從；從此、此後,初級
s,sincere,adj.,真誠的,初級
s,sing,verb,唱(歌),初級
S,Singapore,noun,新加坡,初級
s,singer,noun,歌手,初級
s,single,adj./noun,單一的、單身的；未婚者、單曲(唱片),初級
s,sink,noun,水槽,初級
s,sink,verb,下沉,初級
s,sir,noun,先生,初級
s,sister,noun,姐妹,初級
s,sit,verb,坐,初級
s,six,number/pron./noun/adj.,六,初級
s,sixteen,number/pron./noun/adj.,十六,初級
s,sixty,number/pron./noun/adj.,六十,初級
s,size,noun,尺寸,初級
s,skate,noun/verb,冰鞋；溜冰,初級
s,ski,noun/verb,滑雪板；滑雪,初級
s,skill,noun,技術,初級
s,skillful,adj.,有技術的=skilful(BritishEnglish),初級
s,skin,noun,皮膚,初級
s,skinny,adj.,很瘦的,初級
s,skirt,noun,裙子,初級
s,sky,noun,天空,初級
s,sleep,verb/noun,睡覺；睡覺、睡眠,初級
s,sleepy,adj.,想睡的,初級
s,slender,adj.,苗條的,初級
s,slide,verb/noun,滑動；滑梯,初級
s,slim,adj.,苗條的,初級
s,slip,verb/noun,滑動、滑跤,初級
s,slipper,noun,拖鞋,初級
s,slow,adj./verb/adv.,慢的；減慢；緩慢地,初級
s,small,adj.,小的,初級
s,smart,adj.,聰明的,初級
s,smell,noun/verb,氣味；聞,初級
s,smile,verb/noun,微笑；笑容,初級
s,smoke,noun/verb,煙；抽菸、冒煙,初級
s,snack,noun/verb,點心；吃點心,初級
s,snail,noun,蝸牛,初級
s,snake,noun,蛇,初級
s,sneaker,noun,球鞋,初級
s,sneaky,adj.,偷偷摸摸的,初級
s,snow,noun/verb,雪；下雪,初級
s,snowy,adj.,多雪的,初級
s,so,adv.,如此,初級
s,so,conj.,所以,初級
s,soap,noun/verb,肥皂；抹肥皂,初級
s,soccer,noun,足球,初級
s,social,adj.,社會的,初級
s,society,noun,社會,初級
s,sock,noun,襪子,初級
s,soda,noun,蘇打、汽水,初級
s,sofa,noun,沙發,初級
s,soft,adj.,軟的,初級
s,softdrink,noun,(不含酒精的)軟性飲料,初級
s,soldier,noun,軍人,初級
s,solution,noun,解答,初級
s,solve,verb,解決,初級
s,some,pron./determiner,有些；一些,初級
s,somebody,pron.,某人=someone,初級
s,someone,pron.,某人=somebody,初級
s,something,pron.,某個東西,初級
s,sometimes,adv.,有時候,初級
s,somewhere,adv.,在某處,初級
s,son,noun,兒子,初級
s,song,noun,歌曲,初級
s,soon,adv.,不久、很快地、快、早,初級
s,sore,adj./noun,痛的；痛處、瘡,初級
s,sorry,adj,對不起,初級
s,sort,noun,種類,初級
s,sort,verb,分類,初級
s,soul,noun,靈魂,初級
s,sound,noun/verb,聲音；聽起來,初級
s,soup,noun,湯,初級
s,sour,adj.,酸的,初級
s,source,noun,來源,初級
s,south,noun/adv./adj.,南方；在南方；南方的,初級
s,southern,adj.,南方(人)的,初級
s,soysauce,noun,醬油,初級
s,space,noun,空間,初級
s,spaghetti,noun,義大利麵,初級
s,speak,verb,講,初級
s,speaker,noun,發言人,初級
s,special,adj./noun,特別的；特製菜餚、特別節目,初級
s,speech,noun,演說,初級
s,speed,noun/verb,速度；加速,初級
s,spell,verb,拼字,初級
s,spelling,noun,拼寫,初級
s,spend,verb,度過,初級
s,spider,noun,蜘蛛,初級
s,spirit,noun,精神,初級
s,spoon,noun,湯匙,初級
s,sport,noun,運動,初級
s,spread,verb/noun,延伸；散布,初級
s,spring,noun,春天、泉水,初級
s,square,noun/adj.,正方形、廣場；正方形的,初級
s,stage,noun,舞台,初級
s,stair,noun,樓梯,初級
s,stamp,noun/verb,郵票、戳章；貼郵票、踩,初級
s,stand,verb/noun,站立、忍受；站立,初級
s,standard,noun/adj.,標準；標準的,初級
s,star,noun/verb,星星、明星；主演、擔任主角,初級
s,start,verb/noun,開始；開始、開端,初級
s,station,noun,車站、(提供服務或進行某工作的)站、電視台,初級
s,stationery,noun,文具,初級
s,stay,verb/noun,停留；停留時間,初級
s,steak,noun,牛排,初級
s,steal,verb,偷,初級
s,steam,noun/verb,蒸汽；蒸(食物),初級
s,step,noun/verb,步伐；踏,初級
s,stick,verb,插入、黏貼,初級
s,stick,noun,枝條、木棍、拐杖,初級
s,still,adv.,仍然、更加,初級
s,stingy,adj.,吝嗇的,初級
s,stomach,noun,胃=tummy,初級
s,stomachache,noun,腹痛,初級
s,stone,noun,石頭,初級
s,stop,verb/noun,停止、阻止；短暫停留、(尤指公車)站,初級
s,store,noun,商店,初級
s,store,verb,貯藏,初級
s,storm,noun,暴風雨,初級
s,stormy,adj.,暴風雨的,初級
s,story,noun,故事；樓層樓層=floor,初級
s,stove,noun,爐子,初級
s,straight,adv./adj.,直地、筆直地；直的、筆直的,初級
s,strange,adj.,奇妙的、陌生的,初級
s,stranger,noun,陌生人,初級
s,straw,noun,稻草,初級
s,strawberry,noun,草莓,初級
s,stream,noun,溪,初級
s,street,noun,街,初級
s,stress,verb,強調、著重,初級
s,stress,noun,壓力,初級
s,strike,verb/noun,打、擊、罷工；打擊、罷工,初級
s,strong,adj.,強勁的,初級
s,struggle,noun/verb,努力；努力、掙扎,初級
s,student,noun,學生,初級
s,study,noun/verb,研究、調查；學習、研讀,初級
s,stupid,adj.,愚笨的,初級
s,style,noun,風格,初級
s,subject,noun,主題、科目、主詞,初級
s,subway,noun,"地下鐵=underground,tube(BritishEnglish),MRT,metro",初級
s,succeed,verb,成功,初級
s,success,noun,成功,初級
s,successful,adj.,成功的,初級
s,such,adj./pron.,如此的；這樣的人(或事物),初級
s,sudden,adj./noun,突然的；突然發生的事,初級
s,sugar,noun,糖,初級
s,suggest,verb,建議,初級
s,suit,noun,西裝,初級
s,suit,verb,適合、相配,初級
s,summer,noun,夏天,初級
s,sun,noun,太陽,初級
S,Sunday,noun,星期天=Sun.,初級
s,sunny,adj.,陽光普照的,初級
s,super,adj./adv.,極好的；非常地、尤其地,初級
s,supermarket,noun,超級市場,初級
s,supper,noun,晚餐=dinner,初級
s,supply,noun/verb,供應品；供應、供給,初級
s,support,noun/verb,支持；支持、支援,初級
s,sure,adj.,確定的,初級
s,sure,adv.,當然,初級
s,surf,noun/verb,浪花；衝浪,初級
s,surface,noun,表面,初級
s,surprise,noun/verb,驚喜；使驚訝,初級
s,survive,verb,存活,初級
s,swallow,noun,燕子,初級
s,swan,noun,天鵝,初級
s,sweater,noun,毛衣,初級
s,sweep,verb,掃,初級
s,sweet,adj./noun,甜(蜜)的；甜食noun=candy,初級
s,swim,verb,游泳,初級
s,swimsuit,noun,泳衣,初級
s,swing,verb/noun,擺動、搖晃；鞦韆,初級
s,symbol,noun,標誌、符號,初級
s,system,noun,系統,初級
t,table,noun,桌子,初級
t,tabletennis,noun,乒乓球運動=ping-pong,初級
T,Taichung,noun,台中,初級
t,tail,noun,尾巴,初級
T,Tainan,noun,台南,初級
T,Taiwan,noun,臺灣,初級
T,Taiwanese,adj./noun,臺灣(人)的；臺灣人,初級
t,take,verb,搭、帶、做,初級
t,talent,noun,才能、天份,初級
t,talk,verb/noun,談話；交談,初級
t,talkative,adj.,健談的,初級
t,tall,adj.,高的,初級
t,tangerine,noun,橘子,初級
t,tank,noun,箱、槽、櫃、(盛放液體或氣體的)容器,初級
t,tape,noun/verb,磁帶、錄音帶；錄音,初級
t,target,noun/verb,目標；當作目標,初級
t,task,noun,任務,初級
t,taste,noun/verb,味道、品味；嚐,初級
t,taxi,noun,"計程車=taxicab,cab",初級
t,tea,noun,茶,初級
t,teach,verb,教導,初級
t,teacher,noun,老師,初級
T,Teacher'sDay,noun,教師節,初級
t,team,noun,小組,初級
t,teapot,noun,茶壺,初級
t,tear,noun,眼淚,初級
t,tear,verb,撕破,初級
t,teenager,noun,青少年,初級
t,telephone,noun/verb,電話；打電話=phone,初級
t,television,noun,電視=TV,初級
t,tell,verb,告訴,初級
t,temperature,noun,氣溫,初級
t,temple,noun,廟,初級
t,ten,number/pron./noun/adj.,十,初級
t,tennis,noun,網球,初級
t,tent,noun,帳篷,初級
t,term,noun,詞語、期間,初級
t,term,verb,稱為,初級
t,terrible,adj.,糟糕的,初級
t,terrific,adj.,非常好的、可怕的,初級
t,test,noun/verb,測驗；測試,初級
t,textbook,noun,教科書,初級
