字母開頭,字彙,詞類,中文,級數
i,indoor,adj.,室內的,中級
i,indoors,adv.,在室內,中級
i,industrial,adj.,工業的,中級
i,industrialize,verb,工業化,中級
i,inevitable,adj.,不可避免的,中級
i,infant,noun,嬰兒,中級
i,infect,verb,感染,中級
i,infection,noun,感染,中級
i,infer,verb,推論,中級
i,inference,noun,推論,中級
i,inferior,adj./noun,較差的、下級的；屬下,中級
i,inflation,noun,通貨膨脹,中級
i,influential,adj.,有影響力的,中級
i,inform,verb,通知、了解,中級
i,informal,adj.,非正式的、不拘禮節的,中級
i,informative,adj.,給予知識的,中級
i,informed,adj.,消息靈通的、有見識的,中級
i,ingredient,noun,(烹飪)材料、成分,中級
i,inhabitant,noun,居民,中級
i,inherit,verb,繼承、遺傳,中級
i,initial,adj.,起初的,中級
i,initial,noun/verb,首字母；簽署姓名首字母,中級
i,inject,verb,注射,中級
i,injection,noun,注射,中級
i,injure,verb,受傷、傷害,中級
i,inn,noun,小旅館、客棧,中級
i,inner,adj.,裡面的、內心的,中級
i,innocence,noun,清白、天真無邪,中級
i,innocent,adj.,無辜的、清白的、天真的,中級
i,input,noun/verb,輸入、投入；（將資訊）輸入、錄入（電腦或其他電子設備）,中級
i,inquire,verb,詢問、調查=enquire,中級
i,inquiry,noun,詢問、調查=enquiry,中級
i,insert,verb,插入,中級
i,inspect,verb,檢查、審視,中級
i,inspector,noun,檢查員,中級
i,inspiration,noun,靈感,中級
i,install,verb,安裝,中級
i,instead,adv.,代替、反而,中級
i,instinct,noun,本能、直覺,中級
i,institute,noun,學院、協會,中級
i,institution,noun,機構、制度,中級
i,instruct,verb,教授、指示、命令,中級
i,instruction,noun,指示、命令,中級
i,instructor,noun,教練、講師,中級
i,insult,noun/verb,侮辱、辱駡,中級
i,insurance,noun,保險(業),中級
i,intellectual,adj./noun,智力的、聰明的；知識份子,中級
i,intelligence,noun,智慧,中級
i,intend,verb,打算、意指,中級
i,intense,adj.,劇烈的、熱切的,中級
i,intensify,verb,變激烈、增強,中級
i,intensive,adj.,密集的、加強的,中級
i,intention,noun,意圖,中級
i,interact,verb,互動,中級
i,interfere,verb,干涉、妨礙,中級
i,interference,noun,干涉、妨礙,中級
i,intermediate,adj.,中級的、中間的,中級
i,internal,adj.,內部的、國內的,中級
i,interpret,verb,詮釋、理解為,中級
i,interpretation,noun,詮釋、理解,中級
i,interpreter,noun,口譯員,中級
i,interval,noun,(時間)間隔,中級
i,intimate,adj./noun,親密的、諳熟的、隱私的；知己,中級
i,introduction,noun,介紹,中級
i,intrude,verb,打擾、侵入,中級
i,intruder,noun,侵入者,中級
i,invade,verb/noun,侵略,中級
i,invention,noun,發明(物),中級
i,inventor,noun,發明者,中級
i,invest,verb,投資、投入時間,中級
i,investment,noun,投資、投入,中級
i,investor,noun,投資者,中級
i,invisible,adj.,隱形的,中級
i,involve,verb,牽涉、包含、參加,中級
i,isolate,verb,孤立、隔離,中級
i,isolation,noun,孤立、隔離,中級
i,issue,noun,議題、問題,中級
i,issue,verb,發行,中級
i,itch,verb/noun,發癢；癢,中級
i,ivory,noun,象牙、象牙製品,中級
i,ivory,adj.,象牙白色的,中級
j,jail,noun/verb,監獄；監禁,中級
j,jam,verb,塞進、擠滿,中級
j,jar,noun,(玻璃)罐子、一罐,中級
j,jaw,noun,下巴,中級
j,jealousy,noun,妒忌,中級
j,jelly,noun,膠狀物、果凍,中級
j,jet,noun/verb,噴射機；乘噴射機,中級
j,jewel,noun,寶石、首飾,中級
j,jewellery,noun,珠寶,中級
j,journal,noun,報刊雜誌、日記,中級
j,journey,noun/verb,旅行,中級
j,joyful,adj.,令人愉快的,中級
j,judgment,noun,判斷、審判=judgement,中級
j,juicy,adj.,多汁的,中級
j,jungle,noun,叢林,中級
j,junior,adj./noun,較年輕的、資淺的、（四年制中學或大學）三年級的；後輩、資淺者、（四年制中學或大學的）三年級學生,中級
j,junk,noun,廢舊物、垃圾,中級
j,jury,noun,陪審團,中級
j,justice,noun,正義、司法,中級
k,keen,adj.,熱切的、熱心的,中級
k,keeper,noun,飼養者、看守人,中級
k,kettle,noun,水壺,中級
k,keyboard,noun,鍵盤,中級
k,kidnap,verb,綁架,中級
k,kidney,noun,腎,中級
k,kindly,adj./adv,親切的；親切地,中級
k,kindness,noun,親切、和藹,中級
k,kit,noun,成套工具,中級
k,kneel,verb,跪下,中級
k,knight,noun,騎士,中級
k,knit,verb/noun,縫紉；針織衫,中級
k,knob,noun,球形把手、旋鈕,中級
k,knot,noun/verb,繩結；打結,中級
k,knowledgeable,adj.,博學的、有見識的,中級
l,label,noun/verb,標籤；貼標籤於、歸為,中級
l,labor,noun/verb,勞動、勞工；努力做=labour(BritishEnglish),中級
l,laboratory,noun,實驗室=lab,中級
l,lace,noun/verb,蕾絲；用帶繫,中級
l,ladder,noun,梯子、階梯,中級
l,ladybug,noun,瓢蟲=ladybird(BritishEnglish),中級
l,lag,verb/noun,掉隊、滯後、緩慢移動；（兩件事之間的）間隔，延遲,中級
l,landlady,noun,女房東、女地主,中級
l,landlord,noun,房東、地主,中級
l,landmark,noun,地標,中級
l,landscape,noun/verb,風景；美化(環境),中級
l,landslide,noun,土石流,中級
l,lane,noun,小路、巷弄,中級
l,lap,noun,大腿、一圈(跑道),中級
l,largely,adv.,大部分、主要地,中級
l,laser,noun,雷射,中級
l,last,verb,持續,中級
l,lately,adv.,最近,中級
l,latitude,noun,緯度,中級
l,latter,adj.,後面的、後者的,中級
l,laughter,noun,笑、笑聲,中級
l,launch,verb/noun,發動、發行、發射、下水,中級
l,laundry,noun,洗衣店、洗好或待洗的衣物,中級
l,lavatory,noun,盥洗室、廁所=toilet,中級
l,lawful,adj.,合法的、法定的,中級
l,lawn,noun,草坪,中級
l,layer,noun,層,中級
l,lead,noun,鉛,中級
l,leading,adj.,最重要的、領先的,中級
l,leaflet,noun,傳單,中級
l,league,noun,聯盟、社團,中級
l,leak,verb/noun,滲漏、走漏；漏洞,中級
l,lean,verb,傾斜、倚靠,中級
l,lean,adj.,瘦(肉)的,中級
l,leap,verb/noun,跳躍、巨變、激增,中級
l,learned,adj.,有學問的,中級
l,learner,noun,學習者,中級
l,learning,noun,學識、學習,中級
l,leather,noun,皮革,中級
l,lecture,noun/verb,講課；演講,中級
l,lecturer,noun,演講者、講師,中級
l,legend,noun,傳奇、傳奇人物,中級
l,legendary,adj.,傳奇的,中級
l,leisure,noun,閒暇、休閒,中級
l,leisurely,adj./adv.,悠閒從容的/地,中級
l,lemonade,noun,檸檬水,中級
l,lengthen,verb,加長,中級
l,lens,noun,鏡片,中級
l,leopard,noun,豹,中級
l,liar,noun,撒謊者,中級
l,liberal,adj./noun,開明的、自由的；自由主義者,中級
l,liberate,verb,解放,中級
l,liberty,noun,自由,中級
l,librarian,noun,圖書館員,中級
l,license,verb/noun,發許可證；執照=licence(BritishEnglish),中級
l,lifestyle,noun,生活方式,中級
l,lifetime,noun,一生,中級
l,lighten,verb,變亮、照亮；減輕,中級
l,lighthouse,noun,燈塔,中級
l,lily,noun,百合花,中級
l,limb,noun,肢、臂、大樹枝,中級
l,limitation,noun,限制,中級
l,linen,noun,亞麻布,中級
l,lipstick,noun,口紅,中級
l,liquor,noun,酒精飲料、烈酒=spirits(BritishEnglish),中級
l,listener,noun,聽者,中級
l,literary,adj.,文學的,中級
l,literature,noun,文學,中級
l,litter,noun/verb,垃圾；亂扔、使凌亂,中級
l,live,adj.,實況的、現場演出的、活的,中級
l,lively,adj.,精力充沛的,中級
l,liver,noun,肝臟,中級
l,load,noun/verb,負載（量）；裝載,中級
l,loan,noun/verb,貸款、借款；借出、貸與,中級
l,lobby,noun,大廳,中級
l,lobster,noun,龍蝦,中級
l,locate,verb,位於、確定位置,中級
l,location,noun,地點、位置,中級
l,locker,noun,寄物櫃,中級
l,log,noun/verb,原木；伐木,中級
l,logic,noun,邏輯,中級
l,logical,adj.,按照邏輯的、合乎情理的,中級
l,loneliness,noun,寂寞,中級
l,long,verb,渴望、期盼,中級
l,long-standing,adj.,存在已久的、悠久的,中級
l,long-term,adj.,長期的,中級
l,loop,noun/verb,環、圈、環狀物；繞圈,中級
l,loose,adj.,鬆的、鬆動的,中級
l,loosen,verb,鬆開、變鬆,中級
l,lord,noun,君主、領主,中級
l,lorry,noun,卡車=truck(AmericanEnglish),中級
l,lotion,noun,護膚乳液,中級
l,loudspeaker,noun,擴音器、喇叭,中級
l,lousy,adj.,極糟的、討厭的,中級
l,lower,verb,減少、縮小、放低,中級
l,loyal,adj.,忠誠的,中級
l,loyalty,noun,忠誠,中級
l,luggage,noun,行李,中級
l,lullaby,noun,搖籃曲,中級
l,lunar,adj.,陰曆的、月亮的,中級
l,lung,noun,肺,中級
l,luxurious,adj.,豪華的、奢侈的,中級
l,luxury,noun,奢侈(品),中級
l,lychee,noun,荔枝=litchi荔枝,中級
m,machinery,noun,機器、機制,中級
m,madam,noun,夫人、女士,中級
m,magical,adj.,魔術的、奇妙的,中級
m,magnet,noun,磁鐵,中級
m,magnetic,adj.,有磁性的、磁鐵的,中級
m,magnificent,adj.,壯麗的,中級
m,maid,noun,女僕、少女,中級
m,mainland,noun,大陸、本土,中級
m,majority,noun,大多數,中級
m,maker,noun,製作者,中級
m,makeup,noun,化妝品、構成,中級
m,manage,verb,設法解決、管理,中級
m,manageable,adj.,可處理的,中級
m,management,noun,管理、經營,中級
m,mankind,noun,人類,中級
m,man-made,adj.,人造的,中級
m,mansion,noun,大廈、宅第,中級
m,manual,noun/adj.,手冊、導覽；用手的、手工的,中級
m,manufacture,verb/noun,大量製造；生產,中級
m,manufacturer,noun,生產者、製造商,中級
m,marathon,noun,馬拉松,中級
m,marble,noun,大理石,中級
m,march,verb/noun,行進、行軍；示威遊行、持續的發展,中級
m,margin,noun,邊緣、差距,中級
m,master,verb,征服、控制；精通,中級
m,masterpiece,noun,傑作,中級
m,mate,noun/verb,夥伴、伴侶；交配,中級
m,mathematical,adj.,數學的,中級
m,mature,adj.,成熟的,中級
m,maturity,noun,成熟、完善,中級
m,mayor,noun,市長,中級
m,meadow,noun,（牧）草地,中級
m,mean,adj.,吝嗇的、卑鄙的,中級
m,meaningful,adj.,有意義的,中級
m,meantime,noun,同時,中級
m,meanwhile,adv.,同時,中級
m,measurable,adj.,可測量的、顯著的,中級
m,mechanical,adj.,機械的,中級
m,medal,noun,獎章,中級
m,media,noun,新聞媒體,中級
m,medical,adj.,醫學的,中級
m,melody,noun,旋律、樂曲,中級
m,melt,verb,融化,中級
m,membership,noun,會員（資格）,中級
m,memorable,adj.,難忘的,中級
m,memorandum,noun,備忘錄,中級
m,memorial,noun/adj.,紀念碑；紀念的,中級
m,memorize,verb,記住、背熟,中級
m,mend,verb,修補,中級
m,mental,adj.,精神的、心理的,中級
m,mention,verb/noun,提及、寫到；簡短的陳述,中級
m,merchant,noun,商人,中級
m,mercy,noun,慈悲、憐憫,中級
m,mere,adj.,僅僅的,中級
m,merit,noun,優點、長處,中級
m,merry,adj.,愉快的,中級
m,mess,noun/verb,骯髒雜亂、麻煩；弄髒、弄亂,中級
m,messenger,noun,送信人、信差,中級
m,messy,adj.,凌亂的,中級
m,meter,verb,用儀表測量,中級
m,metro,noun,地鐵=Metro,中級
m,microphone,noun,麥克風=mike,中級
m,microscope,noun,顯微鏡,中級
m,midday,noun,正午,中級
m,middle-aged,adj.,中年的、煩人的、過時的,中級
m,might,noun,力量,中級
m,mighty,adj.,強而有力的,中級
m,mild,adj.,溫和的、溫暖的,中級
m,milkshake,noun,奶昔,中級
m,mill,noun/verb,磨坊；磨成粉,中級
m,mine,noun,採礦、礦（坑）,中級
m,miner,noun,採礦者,中級
m,mineral,noun/adj.,礦物質；礦物質的,中級
m,minimum,adj./noun,最小的；最小值=min.,中級
m,minister,noun,部長,中級
m,ministry,noun,(政府的)部,中級
m,minority,noun,少數,中級
m,minute,adj.,極小的、仔細的,中級
m,miracle,noun,奇蹟,中級
m,mischief,noun,惡作劇、淘氣,中級
m,miserable,adj.,悲慘的、難受的,中級
m,misery,noun,痛苦、不幸,中級
m,misfortune,noun,不幸、惡運,中級
m,mislead,verb,誤導、引入歧途,中級
m,missile,noun,飛彈,中級
m,mission,noun,任務、使命、使團,中級
m,mist,noun/verb,薄霧；結霧,中級
m,mister,noun,先生,中級
m,mistress,noun,女主人,中級
m,misunderstand,verb,誤解,中級
m,mixture,noun,混合(物),中級
m,mob,noun/verb,暴民；(圍攻)襲擊,中級
m,mobile,adj.,活動的、可移動的,中級
m,moderate,adj.,適度的、中等的,中級
m,modest,adj.,謙虛的、不太大的,中級
m,modesty,noun,謙遜,中級
m,moist,adj.,(微)濕潤的,中級
m,moisture,noun,濕氣、水分,中級
m,monitor,verb/noun,監視、檢查；顯示器、監視器,中級
m,monk,noun,僧侶,中級
m,monument,noun,紀念碑,中級
m,mood,noun,心情,中級
m,moonlight,noun,月光,中級
m,moral,adj./noun,(有)道德的；道德、寓意,中級
m,moreover,adv.,而且,中級
m,mortgage,noun/verb,貸款；抵押,中級
m,motel,noun,汽車旅館,中級
m,moth,noun,蛾,中級
m,motivate,verb,激發、給…動機,中級
m,motivation,noun,動機,中級
m,motor,noun,馬達,中級
m,mountainous,adj.,(多)山的,中級
m,moustache,noun,上唇的鬍子、八字鬍=mustache,中級
m,movable,adj.,可動的,中級
m,mow,verb,割、修剪,中級
m,muddy,adj.,泥濘的,中級
m,mug,noun,馬克杯,中級
m,mug,verb,（在公共場合）攔路搶劫,中級
m,multiple,adj.,多樣的,中級
m,multiply,verb,乘以、成倍增加,中級
m,murder,noun/verb,謀殺、兇殺,中級
m,murderer,noun,兇手,中級
m,murmur,verb/noun,喃喃低語(聲),中級
m,muscle,noun,肌肉,中級
m,mushroom,noun,蘑菇,中級
m,mushroom,verb,迅速增長,中級
m,musical,adj./noun,音樂的；音樂劇,中級
m,mutual,adj.,互相的、共同的,中級
m,mysterious,adj.,神秘的、奇怪的,中級
m,mystery,noun,神秘的事物、謎,中級
n,naked,adj.,裸體的、裸露的,中級
n,namely,adv.,也就是,中級
n,nap,noun/verb,打盹；小睡,中級
n,nasty,adj.,令人不快的、惡意的,中級
n,nationality,noun,國籍,中級
n,native,adj./noun,當地的、出生地的；本地人,中級
n,naturalist,noun,博物學家、自然主義者,中級
n,naval,adj.,海軍的,中級
n,navy,noun,海軍,中級
n,nearby,adj./adv.,附近的；在附近,中級
n,neat,adj.,整潔的,中級
n,necessarily,adv.,必然地、必要地,中級
n,necessity,noun,必要性、必需品,中級
n,needy,adj.,貧困的,中級
n,neglect,verb,忽視,中級
n,negotiate,verb,協商、談判,中級
n,negotiation,noun,協商、談判,中級
n,neighborhood,noun,街區、鄰近地區,中級
n,nerve,noun/verb,神經、緊張、勇氣、厚顏無恥；鼓足勇氣,中級
n,net,adj.,淨值的,中級
n,net,noun/verb,網(狀物)；用網捕,中級
n,network,noun/verb,網路；連接成網路,中級
n,nevertheless,adv.,儘管如此、然而,中級
n,newcomer,noun,新來者,中級
n,newscaster,noun,新聞播報員,中級
n,nickname,noun/verb,綽號；起綽號,中級
n,nightmare,noun,惡夢、夢魘,中級
n,noble,adj./noun,高尚的、貴族的；貴族,中級
n,nonetheless,adv.,儘管如此,中級
n,nonsense,noun,胡扯,中級
n,nonstop,adj./adv.,直達的、不停的；不休息地,中級
n,normal,adj.,正常的、標準的,中級
n,northeast,noun/adv./adj.,東北方,中級
n,northwest,noun/adv./adj.,西北方,中級
n,noun,noun,名詞,中級
n,nourish,verb,滋養,中級
n,novelist,noun,小說家,中級
n,nowadays,adv.,現今,中級
n,nowhere,adv.,無處,中級
n,nuclear,adj.,核能的,中級
n,numerous,adj.,許多的,中級
n,nun,noun,修女、尼姑,中級
n,nursery,noun,托兒所,中級
n,nursing,noun/adj.,護理、看護；護理的、哺乳的,中級
n,nut,noun,堅果,中級
n,nutrient,noun,營養物、養分,中級
n,nutrition,noun,營養,中級
n,nylon,noun,尼龍,中級
o,oak,noun,橡樹,中級
o,obedient,adj.,順從的,中級
o,objection,noun,反對,中級
o,objective,noun/adj.,目的；客觀的,中級
o,observation,noun,觀察、評論,中級
o,observe,verb,注意到、觀察,中級
o,obstacle,noun,阻礙、絆腳石,中級
o,obtain,verb,獲得,中級
o,obvious,adj.,明顯的,中級
o,occasion,noun,場合、盛典,中級
o,occasional,adj.,偶爾的,中級
o,occupation,noun,職業、佔領,中級
o,occupy,verb,佔用、忙於、佔領,中級
o,odd,adj.,奇怪的,中級
o,offend,verb,冒犯、犯法,中級
o,offense,noun,犯法、進攻=offence(BritishEnglish),中級
o,offensive,adj./noun,冒犯的；進攻,中級
o,oh,interj.,哦、哎喲,中級
O,Olympic,adj.,奧林匹克的,中級
o,oneself,pron.,自己,中級
o,one-sided,adj.,片面的、一面倒的,中級
o,onto,prep.,到…之上,中級
o,opener,noun,開罐器；開場白,中級
o,opening,noun,缺口、開幕,中級
o,opening,adj.,開始的,中級
o,opera,noun,歌劇,中級
o,operator,noun,操作人員、技工,中級
o,opponent,noun,對手、反對者,中級
o,oppose,verb,反對,中級
o,opposite,adj./adv.,在對面(的)；在…對面,中級
o,opposite,noun,反面,中級
o,opposition,noun,反對、對抗,中級
o,optimistic,adj.,樂觀的,中級
o,option,noun,選擇,中級
o,oral,adj./noun,口頭的；口試,中級
o,orbit,noun/verb,(天體)運行軌道；沿軌道運行,中級
o,orchestra,noun,管絃樂隊,中級
o,orderly,adj.,有條理的、整齊的,中級
o,orderly,noun,(醫院)護理員、(軍)勤務兵,中級
o,organ,noun,器官,中級
o,organic,adj.,有機的、器官的,中級
o,origin,noun,起源、出身,中級
o,original,adj./noun,起初的、獨創的；原型,中級
o,orphan,noun,孤兒,中級
o,orphanage,noun,孤兒院,中級
o,otherwise,adv.,否則、除此之外,中級
o,ought,aux.,應當,中級
o,ounce,noun,盎司=oz.,中級
o,outcome,noun,結果,中級
o,outdoor,adj.,戶外的,中級
o,outdoors,adv.,在戶外,中級
o,outer,adj.,在外面的,中級
o,outline,verb/noun,概述、(勾勒)輪廓,中級
o,output,noun,產量、輸出,中級
o,outstanding,adj.,優秀的,中級
o,outward,adj./adv.,外面的；外面地,中級
o,oval,adj./noun,橢圓形(的)、卵形(的),中級
o,overall,adj./adv.,全面的；全部、大致上,中級
o,overall,noun,工作褲/服,中級
o,overcoat,noun,長大衣,中級
o,overcome,verb,克服,中級
o,overflow,verb/noun,溢出、充滿；容納不下的人(或物)、溢出,中級
o,overhead,adj./adv.,在頭頂上(的)；在空中(的),中級
o,overlook,verb,忽略、眺望,中級
o,overnight,adv./adj.,在夜間、突然；夜間的,中級
o,overtake,verb,趕上、超過,中級
o,overthrow,verb/noun,推翻,中級
o,overweight,adj.,過重的,中級
o,owe,verb,欠債、欠(人情),中級
o,owl,noun,貓頭鷹,中級
o,ownership,noun,所有權,中級
o,oxygen,noun,氧氣,中級
p,pace,noun/verb,速度、步調；來回踱步、調整節奏,中級
P,Pacific,noun/adj.,太平洋(的),中級
p,packet,noun,小包(裹)、小袋,中級
p,pad,noun/verb,襯墊、護具；填塞、加墊子,中級
p,pal,noun,夥伴、好友,中級
p,palace,noun,宮殿,中級
p,palm,noun/verb,手掌；藏在手中,中級
p,pancake,noun,鬆餅,中級
p,panel,noun,鑲板、專門小組,中級
p,panic,noun/verb,驚慌,中級
p,parachute,noun/verb,降落傘；跳傘,中級
p,parade,noun/verb,遊行,中級
p,paradise,noun,天堂、樂園,中級
p,paragraph,noun,段落,中級
p,parallel,adj./noun/verb,平行的、同時發生的；相似之處；與…同時發生、與…相似,中級
p,parcel,noun/verb,包裹；打包,中級
p,parliament,noun,議會,中級
p,part,verb,離開、分別,中級
p,partial,adj.,部分的、偏袒的,中級
p,participant,noun,參與者、參加者,中級
p,participate,verb,參與、參加,中級
p,participle,noun,分詞,中級
p,particularly,adv.,特別、尤其,中級
p,partnership,noun,合夥關係,中級
p,part-time,adj./adv.,部分時間的、兼職的、兼職,中級
p,passage,noun,通道、段落,中級
p,passion,noun,熱情,中級
p,passive,adj.,被動的、消極的,中級
p,passport,noun,護照,中級
p,pasta,noun,義大利麵食,中級
p,pat,verb/noun,輕拍,中級
p,patience,noun,耐心,中級
p,patriotic,adj.,愛國的,中級
p,pave,verb,舖(路)、舖設,中級
p,paw,noun/verb,(動物的)爪；用腳爪抓,中級
p,payment,noun,付款、款項,中級
p,pea,noun,豌豆,中級
p,peak,noun/adj./verb,山峰；最高的；達到高峰,中級
p,peanut,noun,花生,中級
p,pearl,noun,珍珠,中級
p,peasant,noun,農夫、佃農,中級
p,pebble,noun,鵝卵石,中級
p,peculiar,adj.,怪異的、特殊的,中級
p,pedal,noun/verb,踏板；踩踏板,中級
p,peel,noun/verb,外皮；剝(皮)、剝掉,中級
p,peep,verb/noun,偷瞥,中級
p,peer,verb/noun,同儕；凝視,中級
p,penalty,noun,處罰、刑罰,中級
p,penguin,noun,企鵝,中級
p,penny,noun,便士(貨幣單位),中級
p,per,prep.,每(一),中級
p,percent,noun,百分比、百分之一=percent,中級
p,percentage,noun,百分率,中級
p,perfection,noun,完美,中級
p,perform,verb,表演、表現,中級
p,performance,noun,表演、表現,中級
p,performer,noun,表演者,中級
p,perfume,noun/verb,香水；(使充滿)香氣,中級
p,permanent,adj./noun,永久的；燙髮,中級
p,permission,noun,准許、許可,中級
p,permit,verb/noun,允許、准許；許可證,中級
p,persist,verb,堅持,中級
p,personality,noun,個性,中級
p,persuade,verb,說服、使相信,中級
p,persuasion,noun,說服、勸說,中級
p,persuasive,adj.,有說服力的,中級
p,pessimistic,adj.,悲觀的,中級
p,pest,noun,害蟲,中級
p,petal,noun,花瓣,中級
p,petrol,noun,"汽油=gas,gasoline(AmericanEnglish)",中級
p,phenomenon,noun,現象,中級
p,philosopher,noun,哲學家,中級
p,philosophical,adj.,哲學的,中級
p,philosophy,noun,哲學,中級
p,photographic,adj.,攝影的、逼真的,中級
p,photography,noun,攝影,中級
p,phrase,noun/verb,片語；用言語表達,中級
p,physical,adj./noun,身體的、物質的；體檢,中級
p,physician,noun,醫師、內科醫師,中級
p,physicist,noun,物理學家,中級
p,pianist,noun,鋼琴家,中級
p,pilgrim,noun,朝聖者,中級
p,pill,noun,藥丸、藥片,中級
p,pilot,noun/verb,飛行員、領航員；駕駛(飛機或船),中級
p,pine,noun,松樹、松木,中級
p,pine,verb,渴望；憔悴,中級
p,pint,noun,品脫,中級
p,pioneer,noun/verb,先鋒、先驅；倡導、作先鋒,中級
p,pirate,noun/verb,海盜、侵犯版權者；盜版,中級
p,pit,noun/verb,坑、洞；使有凹洞,中級
p,pitch,noun/verb,投球、音高；投擲,中級
p,pity,noun/verb,同情、憐憫,中級
p,plastic,noun/adj.,塑膠；塑膠(製)的,中級
p,plentiful,adj.,充足的、大量的,中級
p,plenty,pron./adv.,大量、很多,中級
p,plot,noun/verb,情節、陰謀；密謀,中級
p,plug,noun/verb,塞子、插頭；塞住,中級
p,plum,noun/adj.,李子、梅子；稱心的,中級
p,plumber,noun,水管工,中級
p,plural,adj./noun,複數的；複數形式,中級
p,poet,noun,詩人,中級
p,poetry,noun,詩作、詩集,中級
p,poisonous,adj.,有毒的,中級
p,pole,noun,杆子、地極,中級
p,polish,noun/verb,拋光、亮光劑；擦亮、潤飾,中級
p,political,adj.,政治的,中級
p,politician,noun,政治人物,中級
p,politics,noun,政治,中級
p,poll,noun/verb,(做)民意調查、(獲得)投票,中級
p,pony,noun,小型馬,中級
p,pop,verb/noun,突然出現、發出砰聲；砰的一聲,中級
p,port,noun,港口,中級
p,portable,adj./noun,可攜式的；手提式機器,中級
p,porter,noun,行李員、門房,中級
p,portion,noun,份、部分,中級
p,portrait,noun,肖像,中級
p,portray,verb,描繪、描述,中級
p,pose,verb/noun,姿勢；擺好姿勢(拍照)、引起(尤指問題或困難),中級
p,possess,verb,擁有,中級
p,possession,noun,擁有、所有物、財產,中級
p,possibility,noun,可能性,中級
p,post,noun,職位、郵件；杆/柱,中級
p,postage,noun,郵資,中級
p,postal,adj.,郵政的,中級
p,poster,noun,海報,中級
p,postpone,verb,延遲、暫緩,中級
p,potential,adj./noun,潛在的、可能的；潛力、可能性,中級
p,pottery,noun,陶器,中級
p,poultry,noun,家禽,中級
p,pound,verb,猛擊、(心)怦怦跳、猛烈敲擊,中級
p,pour,verb,倒(出)、湧現,中級
p,poverty,noun,貧窮,中級
p,powerless,adj.,無力量的、無權力的,中級
p,practical,adj./noun,實際的、實用的；實驗課,中級
p,prayer,noun,禱告、祈禱文,中級
p,precise,adj.,精確的,中級
p,predict,verb,預言、預測,中級
p,prediction,noun,預言、預測,中級
p,preferable,adj.,更好的,中級
p,pregnancy,noun,懷孕,中級
p,pregnant,adj.,懷孕的,中級
p,preparation,noun,準備,中級
p,presence,noun,出席、出現,中級
p,presentation,noun,授予、報告、演講,中級
p,presently,adv.,此刻、現在,中級
p,preserve,verb/noun,保存、維護；保護區、蜜餞,中級
p,presidential,adj.,總統(制)的,中級
p,pressure,noun/verb,壓力；對…施壓,中級
p,pretend,verb,假裝、扮作,中級
p,prevent,verb,阻礙、防止,中級
p,prevention,noun,預防、阻止,中級
p,preview,noun/verb,（電影或節目等的）預告；預習,中級
p,previous,adj.,先前的,中級
p,pride,noun/verb,自豪、驕傲；以…而自豪,中級
p,primary,noun,(美國推舉黨內候選人的)初選,中級
p,primary,adj.,首要的、主要的、基本的,中級
p,prime,adj.,原始的、首位的,中級
p,prime,noun,全盛時期,中級
p,prime,verb,使準備好,中級
p,primitive,adj.,原始的,中級
p,principal,adj.,最重要的、主要的,中級
p,privacy,noun,隱私,中級
p,privilege,noun/verb,特權、特殊待遇；優待,中級
p,probable,adj.,可能的,中級
p,procedure,noun,程序、步驟,中級
p,proceed,verb,繼續進行、前進,中級
p,process,noun/verb,過程；處理、加工,中級
p,producer,noun,生產者、製造商,中級
p,productive,adj.,生產的、多產的、有效益的,中級
p,profession,noun,職業,中級
p,professional,adj./noun,職業的、專業的；專家,中級
p,profit,noun/verb,利潤、好處；獲益,中級
p,profitable,adj.,獲利的、有益的,中級
p,progressive,adj./noun,進步的、逐漸的；改革派,中級
p,prohibit,verb,(以法令)禁止,中級
p,prominent,adj.,重要的、著名的,中級
p,promising,adj.,有希望的、有前途的,中級
p,promote,verb,促進、推動,中級
p,promotion,noun,提升、晉升、促銷活動,中級
p,prompt,verb,促使,中級
p,prompt,adj.,迅速的,中級
p,prompt,noun,提示,中級
p,pronunciation,noun,發音,中級
p,proof,noun,證據、證實,中級
p,proof,adj.,防…的,中級
p,proper,adj.,正確的、恰當的,中級
p,property,noun,財產、房地產,中級
p,proportion,noun,部分、比例,中級
p,proposal,noun,提案、求婚,中級
p,prospect,noun,可能性、前景,中級
p,prosper,verb,繁榮,中級
p,prosperity,noun,繁榮,中級
p,prosperous,adj.,繁榮的,中級
p,protective,adj.,保護的、防護的,中級
p,protein,noun,蛋白質,中級
p,protest,noun/verb,抗議、反對,中級
p,proverb,noun,諺語,中級
p,province,noun,省份,中級
p,psychological,adj.,心理的,中級
p,psychologist,noun,心理學家,中級
p,psychology,noun,心理、心理學,中級
p,pub,noun,酒吧,中級
p,publication,noun,出版、出版物,中級
p,publicity,noun,宣傳、關注,中級
p,publish,verb,出版、刊載,中級
p,publisher,noun,出版商,中級
p,pudding,noun,布丁,中級
p,punch,noun/verb,拳打；用拳猛擊,中級
p,punctual,adj.,準時的,中級
p,punishment,noun,處罰,中級
p,pupil,noun,(小學)學生；瞳孔,中級
p,puppet,noun,木偶,中級
p,pure,adj.,純的、純粹的,中級
p,pursue,verb,追趕、追求,中級
p,pursuit,noun,追趕、追求,中級
q,qualification,noun,資格,中級
q,qualified,adj.,合格的、勝任的,中級
q,qualify,verb,使具有資格,中級
q,quantity,noun,數量,中級
